surface_tension,molecular_formula,density_liquid,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,C,Br,Cl,F,N,O,H,I,S,Si,Al,Ga,P,B,molecular_weight
23.39,C7H14O2,0.8689,35.897,35.946,0.0011303,7.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.185164
18.35,C7H14O2,0.8512,33.732,32.123,0.0011277,7.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.185164
26.38,C7H14O2,0.8797,36.749,36.505,0.0011212,7.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.185164
23.74,C7H14O2,0.8746,35.897,35.228,0.0011223,7.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.185164
28.22,C7H15Br,1.135,39.633,40.967,0.0010507,7.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.097795
29.29,C7H15Br,1.1292,38.688,36.205,0.0010461,7.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.097795
27.02,C7H15Cl,0.8718,37.626,38.144,0.0010593,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
24.99,C7H15Cl,0.8627,36.992,32.405,0.0010555,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.05,C7H15Cl,0.8645,36.992,33.458,0.0010551,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.12,C7H15Cl,0.8664,36.992,33.458,0.0010547,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.32,C7H15Cl,0.872,36.992,35.572,0.0010536,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
24.85,C7H15Cl,0.859,36.992,30.998,0.0010563,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
24.84,C7H15Cl,0.8585,36.992,31.788,0.0010564,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.4,C7H15Cl,0.8741,36.992,30.998,0.0010531,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.35,C7H15Cl,0.8773,36.992,32.405,0.0010582,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
24.76,C7H15Cl,0.8565,36.992,29.258000000000006,0.0010568,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.05,C7H15Cl,0.8644,36.992,29.258000000000006,0.0010552,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
24.74,C7H15Cl,0.8558,36.992,29.258000000000006,0.001057,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.65,C7H15Cl,0.881,36.992,33.314,0.0010517,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
25.05,C7H15Cl,0.8644,36.992,32.405,0.0010552,7.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.647195
22.82,C7H15F,0.8251,33.728,34.319,0.0011112,7.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.192698163
30.41,C7H15I,1.373,41.936,48.545,0.0008151,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.09876500000001
22.77,C7H15I,1.3444,40.956,41.688,0.0008422,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.09876500000001
23.14,C7H15I,1.3619,40.956,41.688,0.00084046,7.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.09876500000001
25.47,C7H15N,0.865,36.654,38.629,0.00086415,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
25.07,C7H15N,0.87,36.388,42.787,0.00086327,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
24.52,C7H15N,0.8741,36.001,40.34,0.00085866,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
24.2,C7H15N,0.8648,36.001,39.108,0.00086028,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.74,C7H15N,0.8515,36.001,40.161,0.00086261,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.8,C7H15N,0.8535,36.001,39.629,0.00086226,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.79,C7H15N,0.853,36.001,40.34,0.00086235,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.7,C7H15N,0.8506,36.001,39.805,0.00086277,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.73,C7H15N,0.855,36.001,39.108,0.00086592,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.66,C7H15N,0.853,36.001,38.936,0.00086627,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
23.66,C7H15N,0.853,36.001,39.982,0.00086627,7.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.200998
22.19,C7H15NO,0.89,41.11,40.876,0.00082554,7.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.200403
19.78,C7H16,0.682,31.877,31.731,0.0012621,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
19.3,C7H16,0.684,31.263,31.19,0.0012227,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
19.92,C7H16,0.6818,31.277,31.675,0.0012262,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
17.53,C7H16,0.673,30.075,29.262,0.0013203,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
19.47,C7H16,0.691,31.068,30.492,0.0011911,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
17.64,C7H16,0.668,30.197,29.796,0.001321,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
19.07,C7H16,0.687,30.719,29.737,0.0012511,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
18.28,C7H16,0.687,30.233,28.978,0.0012308,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
21.31,C7H16,0.695,31.415,31.007,0.0012411,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.202236
31.95,C7H16O,0.82,39.135,45.769,0.00095812,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
30.14,C7H16O,0.814,37.607,30.501,0.0010411,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.39,C7H16O,0.8126,36.506,37.405,0.0010198,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.76,C7H16O,0.813,36.721,36.898,0.0010251,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.44,C7H16O,0.818,36.506,36.325,0.0010241,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.48,C7H16O,0.817,36.954,42.754,0.0010243,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.61,C7H16O,0.8185,36.506,37.215,0.0010185,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
26.03,C7H16O,0.814,37.226,42.547,0.0010249,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
28.41,C7H16O,0.823,37.988,43.407,0.001023,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.74,C7H16O,0.8218,36.506,37.88,0.0010178,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
31.06,C7H16O,0.824,38.882,44.34,0.0010228,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.73,C7H16O,0.8216,36.506,38.45,0.0010179,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
31.11,C7H16O,0.82,38.958,44.444,0.0010236,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.66,C7H16O,0.8197,36.506,38.735,0.0010183,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
29.19,C7H16O,0.812,38.432,48.066,0.0010254,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
22.77,C7H16O,0.81,35.893,40.45,0.0010258,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.55,C7H16O,0.822,36.906,41.845,0.0010232,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.56,C7H16O,0.817,36.573,41.743,0.0010243,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.53,C7H16O,0.81,36.673,41.743,0.0010258,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
23.97,C7H16O,0.82,36.274,41.128,0.0010236,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
23.15,C7H16O,0.821,35.893,40.45,0.0010234,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.01,C7H16O,0.82,36.716,41.538,0.0010236,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.78,C7H16O,0.829,36.478,41.435,0.0010217,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.28,C7H16O,0.8365,36.506,35.89,0.0010147,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.23,C7H16O,0.8082,36.506,36.268,0.0010208,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
29.52,C7H16O,0.829,38.289,43.718,0.0010217,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.89,C7H16O,0.83,36.506,43.718,0.0010215,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
26.46,C7H16O,0.83,37.145,41.485,0.0010215,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.03,C7H16O,0.834,36.506,43.077,0.0010206,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
26.8,C7H16O,0.815,37.511,42.56399999999999,0.0010247,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
23.51,C7H16O,0.789,36.506,37.405,0.001025,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
29.76,C7H16O,0.828,38.385,42.70399999999999,0.0010219,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
29.12,C7H16O,0.827,38.179,43.18,0.0010221,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
27.18,C7H16O,0.811,37.717,42.19600000000001,0.0010256,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.43,C7H16O,0.834,36.668,41.845,0.0010206,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
22.7,C7H16O,0.828,35.575,39.669,0.0010219,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
20.92,C7H16O,0.808,35.039,39.067,0.0010262,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.71,C7H16O,0.824,36.526,40.472,0.0010228,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.03,C7H16O,0.834,36.506,41.53100000000001,0.0010206,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
21.98,C7H16O,0.807,35.575,39.56800000000001,0.0010265,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.04,C7H16O,0.84,35.988,40.42,0.0010193,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
22.16,C7H16O,0.822,35.419,39.368,0.0010232,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
23.45,C7H16O,0.836,35.789,39.769,0.0010202,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
22.67,C7H16O,0.825,35.608,40.089,0.0010225,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
26.83,C7H16O,0.824,37.383,41.89100000000001,0.0010228,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
25.0,C7H16O,0.833,36.506,42.872,0.0010208,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
27.6,C7H16O,0.843,37.383,41.478,0.0010187,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
24.66,C7H16O,0.824,36.506,41.78,0.0010228,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
21.51,C7H16O,0.838,34.849,38.066,0.0010198,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
22.72,C7H16O,0.7684,34.489,34.295,0.0012186,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
21.71,C7H16O,0.7684,33.874,33.495,0.0012186,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
21.7,C7H16O,0.7684,33.647,33.542,0.0012186,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
15.47,C7H16O,0.75,30.868,31.853,0.0012241,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
20.56,C7H16O,0.735,33.661,31.795,0.0012287,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
18.23,C7H16O,0.7446,32.223,30.788,0.001226,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
21.74,C7H16O,0.7651,33.661,34.139,0.001213,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
19.24,C7H16O,0.7504,32.769,31.69400000000001,0.0012158,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
17.04,C7H16O,0.7472,31.789,30.204,0.001225,7.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.201641
35.24,C7H16O2,0.956,47.253,62.083,0.00073924,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
30.15,C7H16O2,0.9744,44.744,58.799,0.00073706,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
30.15,C7H16O2,0.9744,44.744,52.121,0.00073706,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
24.58,C7H16O2,0.8779,38.69,38.592,0.00093467,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
27.6,C7H16O2,0.8836,39.546,39.878,0.00092932,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.17,C7H16O2,0.872,39.546,36.273,0.00094015,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.6,C7H16O2,0.8834,39.546,37.975,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.66,C7H16O2,0.885,39.546,38.45,0.00093781,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.6,C7H16O2,0.8834,39.546,45.541,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
20.13,C7H16O2,0.8834,36.435,36.261,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.6,C7H16O2,0.8834,39.546,42.904,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.6,C7H16O2,0.8834,39.546,42.904,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
26.6,C7H16O2,0.8834,39.546,42.904,0.00093809,7.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.20104600000002
34.14,C7H16O3,1.01,40.424,35.961,0.0010532,7.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.200451
44.73,C7H16O4,1.038,46.277,39.687,0.00086184,7.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.199856
27.26,C7H16S,0.839,39.346,40.389,0.00097729,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.26703600000002
26.61,C7H16S,0.8311,39.078,38.182,0.00097889,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.26703600000002
22.47,C7H16S,0.839,37.169,40.601,0.00097729,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.26703600000002
22.47,C7H16S,0.839,37.169,40.601,0.00097729,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.26703600000002
23.21,C7H16S,0.839,37.511,38.564,0.00097729,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.26703600000002
24.02,C7H17N,0.772,37.321,40.145,0.00097746,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.02,C7H17N,0.7621,36.007,35.795,0.00097355,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.82,C7H17N,0.7633,36.341,35.559,0.00097429,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
25.02,C7H17N,0.7728,36.341,36.457,0.00097833,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.76,C7H17N,0.7618,36.341,34.898,0.00097463,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
25.35,C7H17N,0.7764,36.341,36.836,0.00097125,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.78,C7H17N,0.766,36.341,35.89,0.00097885,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.78,C7H17N,0.766,36.341,35.89,0.00097885,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
24.35,C7H17N,0.7809,35.908,35.701,0.0009754,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
25.66,C7H17N,0.7878,36.341,34.126999999999995,0.00097384,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
25.64,C7H17N,0.755,35.912,37.737,0.0011219,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
23.96,C7H17N,0.7477,35.391,36.703,0.0011239,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
23.14,C7H17N,0.727,35.391,29.112,0.0011296,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
23.86,C7H17N,0.745,35.391,34.992,0.0011246,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
20.38,C7H17N,0.7318,34.106,33.398,0.0011282,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
18.64,C7H17N,0.7171,33.497,33.533,0.0011324,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.93,C7H17N,0.7507,33.586,34.177,0.001123,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.8,C7H17N,0.7521,33.497,34.071,0.0011227,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.4,C7H17N,0.7521,33.302,33.947,0.0011227,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.14,C7H17N,0.7321,33.497,33.706,0.0011282,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.14,C7H17N,0.7321,33.497,34.301,0.0011282,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.14,C7H17N,0.7321,33.497,33.647,0.0011282,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.4,C7H17N,0.732,33.633,34.588,0.0011282,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
18.58,C7H17N,0.7152,33.497,32.982,0.0011329,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.04,C7H17N,0.7293,33.497,33.349,0.0011289,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
18.51,C7H17N,0.7444,32.972,32.984,0.0011248,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.34,C7H17N,0.7501,33.302,34.319,0.0011232,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.73,C7H17N,0.7501,33.497,33.887,0.0011232,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
19.71,C7H17N,0.7495,33.497,33.5,0.0011234,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
18.68,C7H17N,0.738,33.166,34.124,0.0011265,7.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.21688
