surface_tension,molecular_formula,density_liquid,enthalpy_fusion,enthalpy_vaporization,enthalpy_vaporization_boiling,thermal_expansion,VDW_area,VDW_volume,radius_gyration,dipole_moment,C,Br,Cl,O,F,H,N,I,Si,S,molecular_weight
8.34,C2ClF3,1.275,5.553,20.155,21.364,0.0029697,6490000000.0,40.26,3.293,"0.399 ",2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,116.46958948899999
4.83,C2ClF5,1.287,1.879,19.313,19.33,0.0038533,7570000000.0,40.26,3.587,"0.519 ",2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,154.466395815
10.98,C2Cl2F4,1.455,1.51,23.066,23.147,0.0021716,8240000000.0,55.14,3.602,"0.669 ",2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,170.920892652
31.65,C2Cl4,1.6156,10.88,34.016,34.344,0.00087892,8500000000.0,58.98,4.059,"0.0 ",2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.83308
23.44,C2Cl4F2,1.6451,3.697,31.357,31.828,0.0011974,8910000000.0,67.62,3.628,"1.259 ",2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,203.829886326
28.73,C2HCl3,1.4556,8.45,30.812,31.624,0.0011359,7130000000.0,49.58,3.742,"0.77 ",2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131.388121
30.58,C2HCl5,1.675,11.34,37.912,37.093,0.00086987,9670000000.0,71.31,4.172,"0.92 ",2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,202.29392099999998
3.95,C2HF5,1.2166,2.25,18.372,19.147,0.005306,6320000000.0,40.11,3.282,"1.541 ",2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,120.021436815
20.64,C2H2Cl2,1.2103,6.51,25.594,26.607,0.0012699,6110000000.0,41.43,3.011,"1.340 ",2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
28.68,C2H2Cl2,1.265,7.205,28.315,29.749,0.0011958,5760000000.0,40.18,2.991,"1.901 ",2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
25.36,C2H2Cl2,1.2565,11.983,27.151,28.221,0.0013482,5760000000.0,40.18,2.634,"0.000 ",2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,96.943162
35.44,C2H2Cl4,1.587,9.52,36.397,38.488,0.0010966,8420000000.0,62.52,4.044,"1.289 ",2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,167.848962
8.41,C2H2F4,1.21,5.8420000000000005,20.318,20.972,0.0032229,5950000000.0,37.56,2.944,"2.058 ",2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,102.030974652
15.84,C2H3Cl,0.903,4.92,21.477,22.823,0.0016165,4740000000.0,32.03,2.049,"1.451 ",2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,62.498203000000004
11.28,C2H3ClF2,1.1078,2.69,21.828,22.457,0.0023144,6240000000.0,41.24,2.8960000000000004,"2.141 ",2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,100.495009326
25.02,C2H3Cl3,1.33,2.35,29.594,29.839,0.0013066,7580000000.0,53.72,3.373,"1.781 ",2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,133.404003
33.75,C2H3Cl3,1.435,10.9,33.317,34.62,0.0012569,7360000000.0,53.11,3.717,"1.250 ",2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,133.404003
3.01,C2H3F,0.615,2.736,16.219,18.322,0.0063028,4040000000.0,26.13,1.934,"1.430 ",2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,46.043706162999996
4.59,C2H3F3,1.078,6.192,18.448,19.459,0.005488,5570000000.0,35.0,2.767,"2.320 ",2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,84.040512489
28.66,C2H3N,0.779,6.67,30.306,30.299,0.0011843,4310000000.0,28.37,1.841,"3.920 ",2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,41.052006000000006
24.66,C2H4Cl2,1.168,7.87,28.035,29.231,0.0013231,6330000000.0,44.93,3.095,"2.060 ",2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,98.95904399999999
32.57,C2H4Cl2,1.256,8.75,30.484,32.163000000000004,0.0011136,6300000000.0,43.7,2.827,"1.439 ",2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,98.95904399999999
9.97,C2H4F2,0.907,3.573,20.458,21.732,0.0029104,4890000000.0,31.89,2.514,"2.262 ",2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,66.050050326
19.98,C2H4F2,0.8995,3.573,23.7,26.179,0.002541,4900000000.0,31.9,2.508,"2.671 ",2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,66.050050326
21.18,C2H4O,0.774,2.31,24.644,23.991,0.0016943,4490000000.0,28.81,2.083,"2.689 ",2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,44.052649
23.54,C2H4O,0.862,5.17,23.825,25.697,0.0016874,3300000000.0,24.16,1.937,"1.889 ",2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,44.052649
26.99,C2H4O2,1.0432,11.72,33.732,23.33,0.0011071,5180000000.0,33.3,2.61,"1.739 ",2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,60.052054
24.24,C2H4O2,0.967,7.5310000000000015,26.039,28.186,0.0015396,5090000000.0,32.51,2.387,"1.770 ",2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,60.052054
19.34,C2H5Cl,0.8899,4.45,24.192,24.75,0.0017875,5270000000.0,35.52,2.267,"2.051 ",2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,64.514085
8.98,C2H5F,0.7075,4.016,19.358,19.957,0.0030576,4570000000.0,29.62,2.832,"1.940 ",2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,48.059588163
28.39,C2H5I,1.95,5.3420000000000005,29.435,30.03,0.0011974,5950000000.0,43.08,1.7990000000000002,"1.910 ",2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,155.965655
33.74,C2H5N,0.831,5.87,27.849,31.752,0.0014419,3690000000.0,28.54,1.99,"1.900 ",2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,43.067887999999996
38.52,C2H5NO,0.999,14.3,41.5,47.224,0.0010967,5480000000.0,36.45,2.428,"3.830 ",2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,59.06729299999999
31.66,C2H5NO2,1.043,9.85,33.392,36.105,0.0010741,6020000000.0,40.7,2.795,"3.657 ",2.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,75.066698
21.99,C2H6O,0.787,4.93,29.996,39.4,0.0013882,4930000000.0,31.94,2.259,"1.691 ",2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,46.068531
11.43,C2H6O,0.655,4.94,20.536,21.56,0.0024733,4840000000.0,31.04,2.154,"1.301 ",2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,46.068531
42.86,C2H6OS,1.095,14.37,40.668,42.699,0.00076743,6180000000.0,42.88,2.84,"3.957 ",2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,78.133331
48.43,C2H6O2,1.11,9.958,41.292,52.495,0.00045487,5620000000.0,36.54,2.564,"2.410 ",2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,62.067936
22.82,C2H6S,0.833,4.97,26.039,26.87,0.0014509,5750000000.0,38.71,2.363,"1.580 ",2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,62.133926
24.17,C2H6S,0.85,7.985,26.224,26.908,0.0014105,5540000000.0,38.14,2.374,"1.499 ",2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,62.133926
34.06,C2H6S2,1.057,9.192,32.948,34.342,0.00093434,7250000000.0,50.04,2.942,"1.985 ",2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,94.198726
19.89,C2H7N,0.677,9.35,24.376,27.349,0.001685,5210000000.0,34.44,2.336,"1.22 ",2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,45.08377
16.34,C2H7N,0.65,5.941,23.457,26.636,0.0019314,5230000000.0,35.42,2.271,"1.031 ",2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,45.08377
48.3,C2H7NO,1.014,20.496,38.767,51.534,0.00069866,5900000000.0,39.04,1.826,"0.7759999999999999 ",2.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,61.083175
41.12,C2H8N2,0.893,22.583,33.714,40.01,0.00093512,9660000000.0,41.54,2.761,"1.901 ",2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,60.098414000000005
14.18,C2N2,0.866,8.109,20.808,23.413,0.0023815,4380000000.0,29.4,2.19,"0.0 ",2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.034886
5.27,C3F6O,1.321,8.38,20.252,21.744,0.0046609,8500000000.0,54.36,3.933,"0.648 ",3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,166.022043978
3.66,C3F8,1.2732,0.48,19.191,19.701,0.0042972,9200000000.0,57.99,3.736,"0.0 ",3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,188.019445304
26.71,C3H3N,0.801,6.23,29.95,31.06,0.0012628,5130000000.0,35.1,2.464,"3.87 ",3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,53.062746000000004
11.48,C3H4,0.607,6.5,20.445,22.247,0.0024944,4840000000.0,33.27,1.908,"0.782 ",3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,40.063984000000005
9.5,C3H4,0.579,4.4,19.72,20.599,0.0026014,4706000000.0,30.84,1.911,"0.0 ",3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,40.063984000000005
31.13,C3H4Cl2,1.2041,9.33,31.47,31.013,0.0011585,7440000000.0,51.04,3.47,"1.739 ",3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,110.969784
29.92,C3H4O,0.834,1.02,27.989,29.03,0.0011108,6390000000.0,44.02,2.443,"3.12 ",3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,56.063389
35.5,C3H4O,0.945,10.588,33.383,42.329,0.0011023,5530000000.0,37.87,2.543,"1.78 ",3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,56.063389
42.13,C3H4O2,1.0527,11.16,35.722,42.52,0.00099679,6000000000.0,39.93,2.978,"1.46 ",3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,72.062794
64.19,C3H4O2,1.262,9.41,39.633,43.057,0.00094516,4900000000.0,35.66,2.481,"4.167 ",3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,72.062794
22.27,C3H4O2,0.954,8.297,26.092,31.199,0.0016011,5900000000.0,39.25,2.68,"1.66 ",3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,72.062794
18.3,C3H5Cl,0.895,5.132999999999999,24.81,24.336,0.0013776,6410000000.0,42.86,2.786,"1.661 ",3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,76.52482499999999
23.61,C3H5Cl,0.9313,6.443,26.891,26.242,0.0013562,6090000000.0,42.26,2.668,"1.94 ",3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,76.52482499999999
36.29,C3H5ClO,1.174,10.46,33.543,37.23,0.00097746,5670000000.0,42.56,3.043,"1.7990000000000002 ",3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,92.52422999999999
26.65,C3H5N,0.777,5.03,31.733,32.85,0.0011616,5660000000.0,38.6,2.652,"4.02 ",3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,55.078628
280.08,C3H5N3O9,1.586,26.6,57.996,65.581,0.00080342,12720000000.0,88.74,4.65,"3.148 ",3.0,0.0,0.0,9.0,0.0,5.0,3.0,0.0,0.0,0.0,227.08667899999998
11.1,C3H6,0.619,5.44,19.72,20.083,0.0025011,4050000000.0,30.69,2.12,"0.0 ",3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.079866
6.91,C3H6,0.504,3.003,18.421,18.492,0.0034054,5060000000.0,34.08,2.254,"0.366 ",3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,42.079866
26.0,C3H6Cl2,1.1258,8.397,30.915,31.806,0.0011175,7680000000.0,55.16,3.495,"2.081 ",3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
28.94,C3H6Cl2,1.1496,6.4,31.733,32.03,0.0011132,7640000000.0,54.54,3.4960000000000004,"1.46 ",3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
33.93,C3H6Cl2,1.1811,11.92,33.997,34.903,0.0011076,7650000000.0,53.93,3.5010000000000003,"2.081 ",3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,112.98566600000001
25.32,C3H6O,0.85,5.12,31.733,39.8,0.0011373,5750000000.0,38.68,2.577,"1.6 ",3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
26.47,C3H6O,0.796,8.59,27.244,28.64,0.0014243,5840000000.0,39.04,2.643,"2.521 ",3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
23.04,C3H6O,0.786,5.72,27.923,29.792,0.0014142,5840000000.0,39.04,2.7460000000000004,"2.88 ",3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
21.44,C3H6O,0.823,6.533,25.937,27.735,0.001504,4640000000.0,34.4,2.66,"2.009 ",3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,58.079271000000006
26.2,C3H6O2,0.9867,10.66,35.893,31.22,0.0010691,6530000000.0,43.42,3.107,"1.751 ",3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,74.078676
23.08,C3H6O2,0.917,9.205,27.709,29.786,0.0014159,6440000000.0,42.74,2.963,"1.93 ",3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,74.078676
24.54,C3H6O2,0.927,7.4860000000000015,27.989,30.612,0.0014374,6440000000.0,42.54,2.9960000000000004,"1.679 ",3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,74.078676
39.16,C3H6O2S,1.213,16.974,38.582,52.86,0.00077365,7900000000.0,55.01,3.705,"2.251 ",3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,106.14347599999999
114.14,C3H6O3,1.201,11.35,48.031,58.158,0.0009158,7200000000.0,48.01,3.298,"1.139 ",3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,90.078081
61.96,C3H6O3,1.17,10.5,41.888,52.916,0.00085949,7130000000.0,47.12,3.293,"2.56 ",3.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,90.078081
21.28,C3H7Cl,0.856,5.544,27.059,27.887,0.0014843,6620000000.0,45.75,2.774,"2.051 ",3.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,78.540707
19.6,C3H7Cl,0.8582,7.39,25.946,26.692,0.0015203,6610000000.0,45.74,2.905,"2.17 ",3.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,78.540707
28.88,C3H7I,1.739,7.932,32.251,32.163,0.0010774,7300000000.0,53.31,2.311,"2.04 ",3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,169.992277
26.62,C3H7I,1.695,4.409,31.019,31.321,0.0011522,7290000000.0,53.3,2.427,"1.95 ",3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,169.992277
24.27,C3H7N,0.757,9.49,27.635,30.657,0.0010869,6030000000.0,41.18,2.704,"1.31 ",3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,57.09451
34.43,C3H7NO,0.945,8.95,37.049,39.409,0.0009912,6840000000.0,46.81,3.027,"3.807 ",3.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,73.09391500000001
29.03,C3H7NO2,0.983,10.228,33.95,35.803,0.0010061,7360000000.0,50.92,3.273,"3.717 ",3.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,89.09332
6.62,C3H8,0.493,3.524,18.911,18.799,0.0032075,5590000000.0,37.57,2.431,"0.000 ",3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,44.095748
23.32,C3H8O,0.802,5.372000000000001,31.761,41.38,0.0012841,6280000000.0,42.17,2.825,"1.679 ",3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,60.095153
20.92,C3H8O,0.783,5.41,30.371,39.87,0.0014325,6270000000.0,42.16,2.807,"1.660 ",3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,60.095153
15.27,C3H8O,0.692,7.98,23.659,31.224,0.001911,6190000000.0,41.27,2.594,"1.229 ",3.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,60.095153
43.39,C3H8O2,0.96,8.33,34.338,39.47,0.0011995,6880000000.0,45.87,2.985,"2.129 ",3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,76.094558
18.82,C3H8O2,0.854,8.33,26.622,27.794,0.0013647,6790000000.0,44.97,2.891,"0.740 ",3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,76.094558
45.63,C3H8O2,1.052,12.0,42.909,57.865,0.00078304,6970000000.0,46.77,3.169,"2.521 ",3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,76.094558
84.58,C3H8O3,1.257,18.284,50.265,66.128,0.00035795,7650000000.0,51.36,3.52,"2.680 ",3.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,92.093963
24.19,C3H8S,0.836,5.48,29.005,29.79,0.0012468,7100000000.0,48.94,2.883,"1.541 ",3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,76.160548
21.38,C3H8S,0.809,5.74,27.802,28.208,0.0012615,7100000000.0,48.93,2.9930000000000003,"1.550 ",3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,76.160548
22.37,C3H9N,0.714,10.974,27.244,29.537,0.0014018,6560000000.0,44.67,2.806,"1.169 ",3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,59.110392000000004
17.36,C3H9N,0.684,7.325,25.761,28.228,0.0015444,6550000000.0,44.66,2.802,"1.451 ",3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,59.110392000000004
13.4,C3H9N,0.629,6.544,22.907,23.44400000000001,0.0021028,6590000000.0,45.34,2.766,"0.612 ",3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,59.110392000000004
44.7,C3H9NO,0.972,15.9,40.352,55.256,0.000872,7250000000.0,49.27,3.1260000000000003,"2.690 ",3.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,75.109797
35.7,C3H9NO,0.934,8.76,37.531,46.363,0.00084483,7270000000.0,50.25,3.035,"2.159 ",3.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,75.109797
7.97,C4F8,1.495,2.768,22.202,23.217,0.0028086,9200000000.0,61.32,3.889,"0.000 ",4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,200.03018530399999
22.69,C4H4O,0.935,3.8,25.641,27.175,0.001632,4920000000.0,37.58,2.559,"0.660 ",4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,68.074129
41.27,C4H4O2,1.05,14.43,34.622,38.82,0.00096398,6020000000.0,42.38,2.998,"3.538 ",4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,84.073534
31.44,C4H4S,1.059,5.086,30.54,31.846,0.0010302,5620000000.0,44.68,2.781,"0.540 ",4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,84.139524
23.62,C4H5Cl,0.95,6.443,28.231,27.897,0.0014754,7230000000.0,49.6,3.274,"1.430 ",4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,88.53556499999999
35.51,C4H5N,0.807,9.82,32.87,35.57,0.0011071,6470000000.0,45.31,2.893,"4.527 ",4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,67.08936800000001
36.13,C4H5N,0.819,8.54,32.87,33.74,0.0011042,6470000000.0,45.31,2.924,"4.077 ",4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,67.08936800000001
29.3,C4H5N,0.795,10.042,31.075,30.65,0.0011101,6780000000.0,45.32,3.172,"3.687 ",4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,67.08936800000001
40.22,C4H5N,0.829,10.1,33.827,35.341,0.0011018,6480000000.0,45.34,2.979,"3.418 ",4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,67.08936800000001
36.95,C4H5N,0.965,7.91,34.849,39.093,0.00094065,5310000000.0,41.96,2.567,"1.840 ",4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,67.08936800000001
17.07,C4H6,0.648,6.03,23.477,24.522,0.0020257,6190000000.0,43.5,2.77,"0.809 ",4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
17.44,C4H6,0.646,6.96,23.733,24.22,0.0018885,6060000000.0,41.04,2.724,"0.402 ",4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
13.41,C4H6,0.615,7.98,22.321,22.479,0.0020672,5880000000.0,40.82,2.602,"0.000 ",4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.090606
43.43,C4H6Cl2,1.188,14.712,37.006,38.332,0.0010835,8460000000.0,60.24,3.82,"0.000 ",4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
31.21,C4H6Cl2,1.187,14.712,33.745,38.792,0.0010837,8460000000.0,60.64,3.832,"0.000 ",4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
31.39,C4H6Cl2,1.148,9.707,34.205,34.321,0.0010903,8480000000.0,61.28,3.934,"4.047 ",4.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124.99640600000001
32.9,C4H6O,0.819,8.86,32.406,29.636,0.0010277,6510000000.0,45.3,3.084,"4.047 ",4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,70.090011
24.85,C4H6O,0.847,8.812999999999997,29.07,29.74,0.0010212,6960000000.0,45.76,3.1210000000000004,"2.680 ",4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,70.090011
17.17,C4H6O,0.731,7.95,25.317,26.759,0.0016609,6480000000.0,44.52,2.951,"1.070 ",4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,70.090011
46.97,C4H6O2,1.0103,8.062999999999999,37.96,33.22,0.00099545,7650000000.0,50.14,3.412,"1.649 ",4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,86.089416
54.08,C4H6O2,1.125,9.57,41.985,42.773,0.00080501,6250000000.0,45.89,2.642,"3.820 ",4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,86.089416
24.53,C4H6O2,0.926,8.46,29.454,31.31,0.0013804,7260000000.0,49.28,2.969,"1.790 ",4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,86.089416
31.92,C4H6O3,1.077,10.502,35.758,40.83,0.0010378,8640000000.0,54.4,3.579,"2.788 ",4.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,102.088821
26.95,C4H7N,0.786,5.021,33.714,34.541,0.0011315,7010000000.0,48.83,3.088,"4.07 ",4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,69.10525
30.5,C4H7N,0.766,10.3,32.486,33.92,0.0010832,7000000000.0,48.82,3.2110000000000003,"4.29 ",4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,69.10525
65.69,C4H7NO,1.108,13.92,45.895,53.031,0.0007001,6640000000.0,50.47,3.074,"0.309 ",4.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,85.10465500000001
17.54,C4H8,0.689,1.09,23.733,23.982,0.0016761,5400000000.0,40.92,2.45,"0.0 ",4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
12.12,C4H8,0.588,3.85,22.157,22.443,0.0021693,6410000000.0,44.31,2.762,"0.34 ",4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
13.83,C4H8,0.617,7.31,23.076,23.43,0.0019648,6400000000.0,44.28,2.833,"0.3 ",4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
12.72,C4H8,0.599,9.76,22.834,22.905,0.0020436,6400000000.0,44.28,2.734,"0.0 ",4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
11.69,C4H8,0.589,5.92,22.097,22.213,0.0021935,6710000000.0,44.29,2.875,"0.5 ",4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,56.106488
35.42,C4H8Cl2,1.135,14.51,35.514,37.964,0.0010461,9000000000.0,64.16,3.76,"2.221 ",4.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,127.01228800000001
18.07,C4H8O,0.749,1.85,25.946,26.877,0.0016231,7010000000.0,48.01,2.94,"0.98 ",4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,72.10589300000001
24.82,C4H8O,0.797,11.104,29.669,31.788,0.0012525,7190000000.0,49.27,3.185,"2.719 ",4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,72.10589300000001
22.88,C4H8O,0.784,12.0,28.548,30.777,0.0012297,7190000000.0,49.27,3.176,"2.698 ",4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,72.10589300000001
23.96,C4H8O,0.799,8.44,30.137,31.221,0.0013057,7190000000.0,49.27,3.135,"2.76 ",4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,72.10589300000001
26.91,C4H8O,0.88,8.54,28.828,30.26,0.001187,6000000000.0,44.62,2.694,"1.63 ",4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,72.10589300000001
